"",,,,Police Log,,
"",,,,Arizona State University Police Department,,
"",,,,"Thursday, September 01, 2011",,
"",,,,Occurred,,
"",Date,Time,,,,
Incident #,,,From,Thru Description,Location,Disposition
"",Reported,Reported,,,,
"",,,Date Time,Date Time,,
11-15319T,9/1,0123 hrs,9/1 0123 hrs,9/1 0224 hrs Minor in Consumption of Alcohol,Hassayampa Phase I,Cleared by Arrest
"",,,,,E. Apache Blvd. / S.,
11-15324T,9/1,0247 hrs,9/1 0247 hrs,"9/1 0413 hrs Minor in Consumption of Alcohol, Theft",,Cleared by Arrest
"",,,,,College Ave.,
11-15332T,9/1,0800 hrs,9/1 0755 hrs,9/1 0837 hrs Theft,Farmer Building,Pending
11-15336T,9/1,0844 hrs,9/1 0630 hrs,9/1 0830 hrs Bicycle Theft,Murdock Hall,Pending
11-15337T,9/1,0930 hrs,9/1 0930 hrs,9/1 0930 hrs Accident with Injuries,Coor Hall,Closed
"",,,,,6400 Block of S.,
11-15341P,9/1,1030 hrs,8/31 2330 hrs,9/1 1030 hrs Theft,,Pending
"",,,,,Athena,
11-15350T,9/1,1109 hrs,9/1 1109 hrs,9/1 1203 hrs Theft,San Pablo,Pending
"",,,,,Business Administration,
11-15352T,9/1,1132 hrs,8/22 0001 hrs,"8/29 1600 hrs Criminal Damage, Theft",,Pending
"",,,,,Building-C Wing,
"",,,,,Business Administration,
11-15354T,9/1,1132 hrs,8/22 0001 hrs,"8/29 1600 hrs Criminal Damage, Theft",,Pending
"",,,,,Building-C Wing,
"",,,,,Business Administration,
11-15355T,9/1,1132 hrs,8/22 0001 hrs,"8/29 1600 hrs Criminal Damage, Theft",,Pending
"",,,,,Building-C Wing,
"",,,,,Business Administration,
11-15356T,9/1,1132 hrs,8/22 0001 hrs,"8/29 1600 hrs Criminal Damage, Theft",,Pending
"",,,,,Building-C Wing,
"",,,,,,Cleared
11-15358T,9/1,1236 hrs,9/1 1230 hrs,9/1 1235 hrs Disorderly Conduct,Palo Verde West,
"",,,,,,Exceptionally
"",,,,,6300 Block of S.,
11-15360P,9/1,1257 hrs,9/1 1242 hrs,9/1 1253 hrs Threatening and Harassing,,Pending
"",,,,,Amulet,
"",,,,,Physical Education,
11-15365T,9/1,1330 hrs,8/23 1315 hrs,8/24 1045 hrs Theft,,Pending
"",,,,,West,
11-15370T,9/1,1523 hrs,9/1 0616 hrs,9/1 1449 hrs Harassing Communication,Wells Fargo Arena,Pending
11-15375T,9/1,1702 hrs,9/1 1615 hrs,9/1 1715 hrs Theft,Hayden Library,Pending
"",,,,,E. Lemon St. / S.,
11-15385T,9/1,1953 hrs,9/1 1953 hrs,9/1 2101 hrs Minor in Consumption of Alcohol,,Cleared by Arrest
"",,,,,McAllister Ave.,
11-15399T,9/1,2131 hrs,9/1 2000 hrs,9/1 2135 hrs 3rd Degree Burglary,Hayden Library,Pending
"",,,,,,"Friday, September 02, 2011",,
"",,,,Occurred,,,,
"",Date,Time,,,,,,
Incident #,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,
"",,,Date Time,Date,Time,,,
11-15428T,9/2,0125 hrs,9/2 0125 hrs,9/2,0214 hrs,Under 21 With Alcohol in Body,Palo Verde West,Cleared by Arrest
"",,,,,,,E Apache Blvd / S,
11-15432T,9/2,0146 hrs,9/2 0146 hrs,9/2,0146 hrs,Found Property,,Pending
"",,,,,,,McAllister Ave,
"",,,,,,,S Rural Rd / E,
11-15443T,9/2,0311 hrs,9/2 0311 hrs,9/2,0345 hrs,Under 21 With Alcohol in Body,,Cleared by Arrest
"",,,,,,,University Dr,
11-15451T,9/2,1029 hrs,9/2 1029 hrs,9/2,1030 hrs,"Aggravated Assault, Domestic Violence",Hassayampa,Pending
"",,,,,,,E Veterans Way / E 6th,
11-15466T,9/2,1411 hrs,9/2 1411 hrs,9/2,1411 hrs,Non-injury Accident,,Pending
"",,,,,,,St,
11-15475T,9/2,1701 hrs,9/2 1330 hrs,9/2,1430 hrs,Theft,Gammage,Pending
"",,,,,,,7100 Block E Ulysses,
11-15487P,9/2,1935 hrs,9/2 1936 hrs,9/2,1954 hrs,"No Insurance, Suspended License Plate",,Pending
"",,,,,,,Ave,
11-15490T,9/2,2010 hrs,9/2 1910 hrs,9/2,1930 hrs,Theft,Hassayampa,Pending
"",,,,,,"Possession of Marijuana, Possession of Drug",,
11-15506T,9/2,2236 hrs,9/2 2236 hrs,9/2,2308 hrs,,Palo Verde West,Pending
"",,,,,,"Paraphernalia, Minor in Possession of Alcohol",,
11-15511T,9/2,2314 hrs,9/2 2314 hrs,9/2,2314 hrs,"Criminal Damage, Disorderly Conduct",Vista Del Sol,Pending
"",,,,,"Saturday, September 03, 2011",,
"",,,,Occurred,,,
"",Date,Time,,,,,
Incident #,,,From,,Thru Description,Location,Disposition
"",Reported,Reported,,,,,
"",,,Date Time,Date,Time,,
"",,,,,"Minor in Consumption of Alcohol, Failure to Obey a",,
11-15518T,9/3,0016 hrs,9/3 0016 hrs,9/3,0033 hrs,Willow Hall,Cleared by Arrest
"",,,,,Don't Walk Sign,,
11-15520T,9/3,0039 hrs,9/3 0039 hrs,9/3,"0049 hrs Minor in Consumption of Alcohol, Minor in Possession",E. Apache Blvd. / S.,Cleared by Arrest
11-15523T,9/3,0048 hrs,9/3 0048 hrs,9/3,"0230 hrs oMf iAnolcr oihno Cl onsumption of Alcohol, Assault",PCahsoelola D Heal lSl aber,Pending
"",,,,,"Minor in Consumption of Alcohol, Minor in Possession",,
11-15525T,9/3,0119 hrs,9/3 0119 hrs,9/3,0159 hrs,Vista Del Sol,Cleared by Arrest
"",,,,,of Alcohol,,
