"",,,,,Police Log,,
"",,,,,Arizona State University Police Department,,
"",,,,,"Saturday, November 01, 2014",,
"",,,,,Occurred,,
"",Date,Time,,,,,
Incident #,,,,From,Thru Description,Location,Disposition
"",Reported,Reported,,,,,
"",,,Date,Time,Date Time,,
14-79684T,11/1,0132 hrs,11/1,0132 hrs,11/1 0132 hrs Possession of Marijuana,Palo Verde E,Cleared By Arrest
14-79686T,11/1,0149 hrs,11/1,0149 hrs,11/1 0149 hrs Under 21 with Alcohol in Body,Hassayampa,Cleared By Arrest
14-49695T,11/1,0212 hrs,11/1,0212 hrs,11/1 0212 hrs Under 21 with Alcohol in Body,Palo Verde E,Cleared By Arrest
14-79699T,11/1,0242 hrs,11/1,0242 hrs,11/1 0242 hrs Under 21 with Alcohol in Body,Palo Verde E,Cleared By Arrest
14-79749T,11/1,0923 hrs,10/31,1400 hrs,11/1 0900 hrs Theft,Galvin Playhouse,Pending
14-79844T,11/1,1729 hrs,11/1,0400 hrs,11/1 0600 hrs Theft,Wells Fargo Arena,Pending
14-79849T,11/1,1846 hrs,11/1,1846 hrs,11/1 1846 hrs Under 21 with Alcohol in Body,Parking Lot 59 E,Cleared By Arrest
14-79854T,11/1,1916 hrs,11/1,1916 hrs,11/1 1916 hrs Burglary,San Pablo,Pending
14-79873D,11/1,2153 hrs,11/1,2153 hrs,"11/1 2153 hrs Possession of Marijuana, Drug Paraphernalia",Taylor Place,Cleared By Arrest
14-79889T,11/1,2347 hrs,11/1,2347 hrs,11/1 2347 hrs Driving Under the Influence,1700 blk S Hardy Dr,Cleared By Arrest
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
14-79997T,11/2,1303 hrs,10/31,1315 hrs,11/2,1315 hrs,Bike Theft,Agave Hall,Pending
14-79998T,11/2,1307 hrs,11/2,1223 hrs,11/2,1223 hrs,Criminal Damage,Parking Structure 4,Pending
14-80012T,11/2,1428 hrs,11/2,0000 hrs,11/2,1428 hrs,Bike Theft,Hassayampa,Pending
"",,,,,,,"Criminal Damage, Interfering with an Educational",,
14-80036D,11/2,1750 hrs,11/2,1750 hrs,11/2,1750 hrs,,University Center,Cleared by Arrest
"",,,,,,,"Institution, Disorderly Conduct",,
14-80049D,11/2,2133 hrs,11/2,2133 hrs,11/2,2133 hrs,Trespass,Taylor Place,Cleared by Arrest
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
14-80125T,11/3,1031 hrs,10/31,1315 hrs,11/3,1000 hrs,Bike Theft,San Pablo,Pending
14-80131T,11/3,1118 hrs,11/2,1500 hrs,11/3,0830 hrs,Bike Theft,Best Hall,Pending
14-80140T,11/3,1224 hrs,11/3,1215 hrs,11/3,1220 hrs,Bike Theft,Physical Sciences H,Pending
14-80159T,11/3,1348 hrs,10/29,1830 hrs,11/3,1200 hrs,Bike Theft,Agave Hall,Pending
