"",,,,,Police Log,,
"",,,,,Arizona State University Police Department,,
"",,,,,"Thursday, September 01, 2016",,
"",,,,,Occurred,,
"",Date,Time,,,,,
Incident #,,,,From,Thru Description,Location,Disposition
"",Reported,Reported,,,,,
"",,,Date,Time,Date Time,,
16-73116T,9/1,0028 hrs,9/1,0028 hrs,9/1 0323 hrs Criminal Damage,Parking Structure 7,Cleared by Arrest
16-73129T,9/1,0132 hrs,9/1,0132 hrs,9/1 0147 hrs Under 21 w/ Alcohol in the Body,323 E Veterans Way,Cleared by Arrest
16-73137T,9/1,0208 hrs,9/1,0208 hrs,9/1 0509 hrs Possession of Drug Paraphernalia,Lot 3,Cleared by Arrest
16-73238T,9/1,1038 hrs,8/30,1300 hrs,"8/30 1630 hrs Theft, Criminal Damage",Goldwater,Pending
16-73310T,9/1,1400 hrs,9/1,1115 hrs,9/1 1400 hrs Theft,Lot 40,Pending
16-73421T,9/1,2144 hrs,9/1,2144 hrs,9/1 2144 hrs Under 21 w/ Alcohol in the Body,Towers Apartments,Cleared by Arrest
16-73441T,9/1,2226 hrs,9/1,1845 hrs,9/1 2115 hrs Theft,Sun Devil Fitness Center,Pending
"",,,,,"Fradulent Schemes, Forgery, Possession of",,
16-73361T,9/1,1853 hrs,8/20,2121 hrs,9/1 2006 hrs,Palo Verde East,Pending
"",,,,,"Marijuana, Possession of Drug Paraphernalia",,
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
"",,,,,,,"Possession of Marijuana, Possession of Drug",S. Priest Dr. / E.,
16-73731T,9/2,1958 hrs,9/2,1958 hrs,9/2,1958 hrs,,,Pending
"",,,,,,,Paraphernalia,University Dr.,
"",,,,,,,,S. Rural Rd. / E.,
16-73759T,9/2,2053 hrs,9/2,2100 hrs,9/2,2100 hrs,Driving with a Suspended License,,Cleared by Arrest
"",,,,,,,,University Dr.,
"",,,,,,,,S. College Ave. / E.,
16-73780T,9/2,2152 hrs,9/2,2152 hrs,9/3,0017 hrs,DUI,,Cleared by Arrest
"",,,,,,,,University Dr.,
"",,,,,,,"Possession of Narcotic Drugs, Possession of",,
16-73812T,9/2,2301 hrs,9/2,2301 hrs,9/3,0439 hrs,,Sonora,Pending
"",,,,,,,"Marijuana, Possession of Drug Paraphernalia",,
"",,,,,,,,S. McAllister Ave. / E.,
16-73830T,9/2,2354 hrs,9/2,2354 hrs,9/3,0011 hrs,Under 21 with Alcohol in the Body,,Cleared by Arrest
"",,,,,,,,Apache Blvd.,
16-80000201T,9/2,1103 hrs,9/1,1730 hrs,9/2,0920 hrs,Bike Theft,Rosewood Dorms,Pending
