Police Log,,,,,,,,,
Arizona State University Police Department,,,,,,,,,
"Saturday, September 01, 2018",,,,,,,,,
"",,,,,,,,,
Incident #,"DateReported","TimeReported","OccurredFromThru",Description,Location,Disposition,,,
"",,,Date,Time,Date,Time,,,
18-63356T,9/1,0035 hrs,9/1,0035 hrs,9/1,0035 hrs,Under 21 with Alcohol in Body,Tooker House,Cleared by Arrest
18-63379D,9/1,0213 hrs,9/1,0213 hrs,9/1,0516 hrs,DUI,"N. 4th St. / E.McKinley St.",Pending
18-63381T,9/1,0215 hrs,9/1,0215 hrs,9/1,0215 hrs,Under 21 with Alcohol in Body,Hassayampa Phase I,Cleared by Arrest
18-63392T,9/1,0344 hrs,9/1,0344 hrs,9/1,0344 hrs,"Under 21 with Alcohol in Body; Under 21in Possession of Alcohol",Parking Structure 1,Cleared by Arrest
18-63473T,9/1,1129 hrs,8/31,2300 hrs,9/1,0300 hrs,Burglary,Hassayampa Phase I,Pending
18-63564T,9/1,1939 hrs,9/1,1939 hrs,9/1,2002 hrs,Littering or Polluting,"2500 Block of S.Rural Rd.",Cleared by Arrest
18-63592T,9/1,2100 hrs,9/1,2100 hrs,9/1,2100 hrs,Under 21 with Alcohol in Body,"N. Marina Heights / E.Rio Salado Pkwy",Cleared by Arrest
18-63601T,9/1,2138 hrs,9/1,2138 hrs,9/1,2254 hrs,DUI,"10 Block of E.Broadway Rd.",Pending
18-63641T,9/1,2356 hrs,9/1,2356 hrs,9/2,0136 hrs,DUI,"800 Block of E.Broadway Rd.",Pending
18-63552T,9/1,1412 hrs,9/1,1412 hrs,9/2,0003 hrs,Under 21 With Alcohol In Body,Sun Devil Stadium,Closed
18-63592T,9/1,2100 hrs,9/1,2100 hrs,9/1,2100 hrs,Under 21 With Alcohol In Body,Sun Devil Stadium,Cleared By Arrest
AZDPS,9/1,1412 hrs,9/1,1412 hrs,9/2,0003 hrs,Under 21 With Alcohol In Body X5,Sun Devil Stadium,Cleared By Arrest
"AZ LiquorBoard",9/1,1412 hrs,9/1,1412 hrs,9/2,0003 hrs,Under 21 With Alcohol In Body X5,Sun Devil Stadium,Cleared By Arrest
"AZ LiquorBoard",9/1,1412 hrs,9/1,1412 hrs,9/2,0003 hrs,"Furnishing Alcohol To Person Under 21X2",Sun Devil Stadium,Cleared By Arrest
"",,,,,,,,,
"",,,,,,,,,
Incident #,"DateReported","TimeReported","OccurredFromThru",Description,Location,Disposition,,,
"",,,Date,Time,Date,Time,,,
18-63646T,9/2,0011 hrs,9/2,0011 hrs,9/2,0011 hrs,Possession of Drug Paraphernalia,"S. Rural Rd. / E.Apache Blvd.",Cleared by Arrest
18-63657T,9/2,0103 hrs,9/2,0100 hrs,9/2,0103 hrs,DUI,"S. Packard Dr. / E.Rio Salado Pkwy.",Cleared by Arrest
18-63667T,9/2,0150 hrs,9/2,0150 hrs,9/2,0405 hrs,DUI,"4000 Block of S. MillAve.",Pending
18-63689T,9/2,0430 hrs,9/2,0430 hrs,9/2,0540 hrs,Possession of Marijuana,Hassayampa Phase I,Pending
18-63729T,9/2,1036 hrs,9/2,1036 hrs,9/2,1036 hrs,Possession of Drug Paraphernalia,"The DistrictApartments",Cleared by Arrest
18-63844T,9/2,2052 hrs,9/2,2052 hrs,9/2,2106 hrs,"Excessive Speed in a Residential Area orBusiness District","S. Rural Rd. / E.Broadway Rd.",Cleared by Arrest
18-63883T,9/2,2246 hrs,9/2,2246 hrs,9/2,2246 hrs,"Possession of Narcotic Drugs;Possession of Marijuana; Possession ofDrug Paraphernalia",Hassayampa Phase I,Pending
"",,,,,,,,,
"",,,,,,,,,
"",,,,,,,,,
"",,,,,,,,,
"",,,,,,,,,
"",,,,,,,,,
"",,,,,,,,,
"",,,,,,,,,
"",,,,,,,,,
"",,,,,,,,,
Incident #,"DateReported","TimeReported","OccurredFromThru",Description,Location,Disposition,,,
"",,Date,Time,Date,Time,,,,
18-63925T,9/3,0229 hrs,9/3,0229 hrs,9/3,0447 hrs,"Possession of Narcotic Drugs;Possession of Drug Paraphernalia; DUI","1000 Block of E.Broadway Rd.",Pending
