"",,,,,Police Log,,
"",,,,,Arizona State University Police Department,,
"",,,,,"Sunday, March 01, 2015",,
"",,,,,Occurred,,
"",Date,Time,,,,,
Incident #,,,,From,Thru Description,Location,Disposition
"",Reported,Reported,,,,,
"",,,Date,Time,Date Time,,
15-15476T,3/1,1035 hrs,2/28,1900 hrs,2/28 2300 hrs Bike Theft,Noble Library,Pending
15-15499T,3/1,1247 hrs,2/28,0900 hrs,3/1 0800 hrs Bike Theft,Agave Hall,Pending
"",,,,,"Possession of Drug Paraphernalia, Driving with",,
15-15521T,3/1,1413 hrs,3/1,1413 hrs,3/1 1413 hrs,S Mill Ave/ E 10th St,Cleared By Arrest
"",,,,,Suspended License,,
"",,,,,,Sun Devil Fitness,
15-15551T,3/1,1804 hrs,3/1,1630 hrs,3/1 1800 hrs Theft,,Pending
"",,,,,,Center,
"",,,,,"Child or Vulnerable Adult Abuse, DUI-Aggravated",S Rural Rd/E Rio,
15-15596T,3/1,2117 hrs,3/1,2117 hrs,3/1 2117 hrs,,Pending
"",,,,,"Under Fifteen Years of Age, DUI",Salado Pky,
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
"",,,,,,,,7000 Block of,
15-15648P,3/2,0145 hrs,3/2,0000 hrs,3/2,0145 hrs,Theft,,Pending
"",,,,,,,,Vandenburg Ave,
15-15754T,3/2,1109 hrs,2/26,0000 hrs,2/28,0000 hrs,Bike Theft,Hassayampa Hall,Pending
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
15-16045T,3/3,1042 hrs,3/2,2300 hrs,3/3,1010 hrs,Aggravated Criminal Damage,Mercado F Wing,Pending
"",,,,,,,,S Normal Ave/ E,
15-16129T,3/3,1843 hrs,3/3,1843 hrs,3/3,1843 hrs,Driving on Suspended License,,Cleared By Arrest
"",,,,,,,,Apache Blvd,
15-16130T,3/3,1847 hrs,3/2,0400 hrs,3/3,1847 hrs,Criminal Damage,Discovery,Pending
"",,,,,,,,College Avenue,
