"",,,,,Police Log,
"",,,,,Arizona State University Police Department,
"",,,,,"Saturday, December 01, 2012",
"",,,,,Occurred,
"",Date,Time,,,,
Incident #,,,,From,Thru Description,Location Disposition
"",Reported,Reported,,,,
"",,,Date,Time,Date Time,
12-32127W,12/1,0004 hrs,12/1,0004 hrs,12/1 0043 hrs Under 21 with Alcohol in Body,Casa Del Oro Cleared by Arrest
12-32128T,12/1,0022 hrs,12/1,0004 hrs,12/1 0023 hrs Under 21 with Alcohol in Body,Hassayampa Phase 1 Cleared by Arrest
12032204T,12/1,0916 hrs,12/1,0916 hrs,"12/1 0921 hrs Assault, Criminal Trespassing",Music East Cleared by Arrest
12-32217T,12/1,1042 hrs,12/1,1030 hrs,12/1 1032 hrs Bike Theft,Memorial Union Pending
12-32230T,12/1,1214 hrs,12/1,1214 hrs,"12/1 1226 hrs Criminal Trespassing, Possession of Fictitious License",Manzanita Hall Cleared by Arrest
12-32252T,12/1,1448 hrs,12/1,0100 hrs,12/1 0800 hrs Bike Theft,College of Design South Pending
12-32266T,12/1,1652 hrs,11/17,1600 hrs,12/1 1600 hrs Bike Theft,Hassayampa Phase 1 Pending
12-32284T,12/1,1850 hrs,12/1,0730 hrs,12/1 1700 hrs Structure Burglary,Cereus Hall Pending
12-32291T,12/1,1954 hrs,12/1,1954 hrs,12/1 2019 hrs Criminal Trespassing,Payne Hall Cleared by Arrest
12-32295T,12/1,2015 hrs,12/1,1800 hrs,12/1 2015 hrs Bike Theft,Memorial Union Pending
"",,,,,,E University Dr / S
12-32312T,12/1,2140 hrs,12/1,2140 hrs,12/1 2146 hrs Driving on Suspended License,Cleared by Arrest
"",,,,,,McAllister Ave
12-32322T,12/1,2224 hrs,12/1,2224 hrs,12/1 2235 hrs Under 21 with Alcohol in Body,Palo Verde East Cleared by Arrest
"",,,,,"Possession of Marijuana, Possession of Drug",S Rural Rd / E Lemon
12-32328T,12/1,2248 hrs,12/1,2248 hrs,12/1 2317 hrs,Cleared by Arrest
"",,,,,Paraphernalia,St
"",,,,,,E Apache Blvd / S
12-32330T,12/1,2252 hrs,12/1,2252 hrs,12/1 2316 hrs Driving on Suspended License,Cleared by Arrest
"",,,,,,Terrace Rd
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
"",,,,,,,,E. University Dr. / S.,
12-32357T,12/2,0119 hrs,12/2,0119 hrs,12/2,0148 hrs,Open Container in Vehicle,,Cleared by Arrest
"",,,,,,,,McAllister Ave.,
12-32357T,12/2,0127 hrs,12/2,0127 hrs,12/2,0150 hrs,Minor in Consumption of Alcohol,Villas at Vista Del Sol,Cleared by Arrest
12-32370T,12/2,0202 hrs,12/2,0200 hrs,12/2,0202 hrs,Assault,Chili's,Pending
12-32372T,12/2,0203 hrs,12/2,0203 hrs,12/2,0737 hrs,Minor in Consumption of Alcohol,Vista Del Sol,Cleared by Arrest
"",,,,,,,,E. Lemon St. / S.,
12-32373T,12/2,0220 hrs,12/2,0220 hrs,12/2,0408 hrs,"DUI- Alcohol, DUI with BAC of .08 or higher",,Cleared by Arrest
"",,,,,,,,McAllister Ave.,
12-32482T,12/2,1743 hrs,12/2,1400 hrs,12/2,1720 hrs,Bicycle Theft,Cholla Hall,Pending
"",,,,,,,"Disorderly Conduct, Fraudulent Use of a Credit Card,",,
12-32505T,12/2,2103 hrs,12/2,2103 hrs,12/3,0200 hrs,,Chili's,Cleared by Arrest
"",,,,,,,Warrant Arrest,,
"",,,,,Occurred,,,
"",Date,Time,,,,,,
Incident #,,,,From,Thru,,Description,Location Disposition
"",Reported,Reported,,,,,,
"",,,Date,Time,Date,Time,,
"",,,,,,,,Physical Sciences H
12-32580T,12/3,0838 hrs,12/3,0730 hrs,12/3,0825 hrs,Bicycle Theft,Pending
"",,,,,,,,Wing
"",,,,,,,,University Center
12-32600T,12/3,1017 hrs,11/29,2000 hrs,11/30,2000 hrs,Bicycle Theft,Pending
"",,,,,,,,Parking Structure
12-32605T,12/3,1028 hrs,11/30,1900 hrs,11/30,2030 hrs,Bicycle Theft,Language and Literature Pending
12-32616T,12/3,1113 hrs,12/2,1200 hrs,12/2,1300 hrs,Theft,Vista Del Sol Gym Pending
12-32634T,12/3,1237 hrs,12/1,1200 hrs,12/1,1500 hrs,Bicycle Theft,Lattie Coor Hall Pending
