"",,,,,Police Log,,
"",,,,,Arizona State University Police Department,,
"",,,,,"Saturday, February 01, 2014",,
"",,,,,Occurred,,
"",Date,Time,,,,,
Incident #,,,,From,Thru Description,Location,Disposition
"",Reported,Reported,,,,,
"",,,Date,Time,Date Time,,
"",,,,,,,Other Agency
14-8493T,2/1,0201 hrs,2/1,0201 hrs,2/1 201 Possession of Marijuana,900 Block E University Dr,
"",,,,,,,Jurisdiction
14-8503T,2/1,0239 hrs,2/1,0239 hrs,2/1 0325 hrs Minor with Alcohol in Body,Hassayampa Phase 2,Cleared by Arrest
14-8533T,2/1,0847 hrs,2/1,0847 hrs,2/1 1136 hrs Minor with Alcohol in Body,10700 Block N Hayden Rd,Cleared by Arrest
14-8568T,2/1,1122 hrs,1/29,0001 hrs,1/31 0200 hrs Burglary,Hassayampa Phase 2,Pending
14-8617D,2/1,1644 hrs,2/1,0800 hrs,2/1 1630 hrs Bike Theft,Cronkite,Pending
14-8651T,2/1,1957 hrs,2/1,1730 hrs,2/1 1830 hrs Theft,Sun Devil Fitness Center,Pending
14-8699T,2/1,2250 hrs,2/1,2250 hrs,2/1 2315 hrs Minor with Alcohol in Body,Vista del Sol,Cleared by Arrest
"",,,,,"Possession of Marijuana, Possession of Drug",,
14-8715T,2/1,2333 hrs,2/1,2333 hrs,2/1 2335 hrs,Hassayampa Phase 1,Cleared by Arrest
"",,,,,Paraphernalia,,
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,,Thru,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
14-8723T,2/2,0024 hrs,2/2,0024 hrs,2/2,0024 hrs,Minor with Alcohol in Body,Vista Del Sol,Cleared By Arrest
"",,,,,,,,S Val Vista Dr/ E Germann,
14-8786P,2/2,0726 hrs,2/2,0726 hrs,2/2,0726 hrs,"Aggressive Driving, Reckless Driving",,Cleared By Arrest
"",,,,,,,,Rd,
14-8855T,2/2,1553 hrs,2/2,0000hrs,2/2,1553 hrs,Threatening Intimidating,Vista Del Sol,Pending
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,,Thru,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
14-8928T,2/3,0009 hrs,2/3,0009 hrs,2/3,0018 hrs,Criminal Trespass,Parking Structure 5,Cleared By Arrest
14-9017T,2/3,1025 hrs,1/25,1100 hrs,1/27,1630 hrs,Bike Theft,Sage S,Pending
14-9046T,2/3,1235 hrs,1/31,1430 hrs,2/1,1200 hrs,Theft,Memorial Union,Pending
14-9071T,2/3,1503 hrs,12/11,1630 hrs,1/21,1630 hrs,Theft,Palo Verde East,Pending
