"",,,,,Police Log,,
"",,,,,Arizona State University Police Department,,
"",,,,,"Thursday, October 01, 2015",,
"",,,,,Occurred,,
"",Date,Time,,,,,
Incident #,,,,From,Thru Description,Location,Disposition
"",Reported,Reported,,,,,
"",,,Date,Time,Date Time,,
15-75654T,10/1,2208 hrs,10/1,2200 hrs,10/1 2210 hrs Unlawful Use of Means of Transportation,San Pablo Hall,Pending
15-80000125T,10/1,1247 hrs,10/1,1220 hrs,10/1 1247 hrs Theft,Vista Del Sol,Pending
15-80000126T,10/1,1436 hrs,10/1,1220 hrs,10/1 1220 hrs Bike Theft,Vista Villas,Pending
15-80000127T,10/1,1014 hrs,10/1,2005 hrs,10/1 2205 hrs Bike Theft,Paki Verde West,Pending
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
"",,,,,,,,S Rural Rd/E Vista Del,
15-75695T,10/2,0147 hrs,10/2,147 hrs,10/2,0329 hrs,Under 21 with Alcohol in the Body,,Cleared By Arrest
"",,,,,,,,Cerro Dr,
15-75742T,10/2,0727 hrs,10/2,0727 hrs,10/2,0727 hrs,Reckless Driving,Parking Structure,Cleared By Arrest
15-75765T,10/2,0920 hrs,10/2,0845 hrs,10/2,0845 hrs,Assault,Manzanita Hall,pending
15-75852T,10/2,1644 hrs,10/2,1644 hrs,10/2,1630 hrs,Theft,West Parking Lot 2,pending
15-75893T,10/2,2005 hrs,10/2,2005 hrs,10/2,2105 hrs,Under 21 with Alcohol in the Body,Adelphi,Cleared By Arrest
15-75895T,10/2,2015 hrs,10/2,2015 hrs,10/2,2015 hrs,Under 21 with Alcohol in the Body,Parking Structure  72,Cleared By Arrest
15-80000132T,10/2,1110 hrs,10/2,1055 hrs,10/5,1055 hrs,Bicycle Theft,Mona Plummer,Pending
"",,,,,Occurred,,,,
"",Date,Time,,,,,,,
Incident #,,,,From,Thru,,Description,Location,Disposition
"",Reported,Reported,,,,,,,
"",,,Date,Time,Date,Time,,,
15-75963T,10/3,0010 hrs,10/3,0045 hrs,10/3,0045 hrs,Under 21 with Alcohol  in the Body,1500 S Mill Ave,Cleared By Arrest
